Order ID,Order Date,Customer ID,Customer Name,Customer Type,Segment,Region,State,City,Category,Sub-Category,Product ID,Product Name,Sales,Quantity,Discount,Cost,Profit,Returned,First Purchase Date
O003168,2024-07-26,C1346,Customer 1346,Repeat,Consumer,East,Assam,Guwahati,Furniture,Chairs,P002,Ergonomic Chair,7327.34,1,0.1,3327.06,4000.28,No,2023-03-17
O003063,2024-07-27,C0732,Customer 0732,Repeat,Consumer,West,Maharashtra,Mumbai,Technology,Accessories,P011,Wireless Mouse,912.85,1,0.15,372.58,-27.01,Yes,2023-03-26
O003072,2024-07-27,C0659,Customer 0659,Repeat,Consumer,South,Karnataka,Bengaluru,Technology,Accessories,P012,Mechanical Keyboard,2683.4,1,0.05,1204.12,1479.28,No,2023-12-08
O003094,2024-07-27,C0340,Customer 0340,Repeat,Consumer,South,Telangana,Hyderabad,Office Supplies,Paper,P007,Printer Paper Box,681.58,1,0.1,282.43,399.15,No,2023-01-04
O003095,2024-07-27,C1241,Customer 1241,Repeat,Corporate,West,Maharashtra,Mumbai,Furniture,Office Furniture,P001,Laptop Stand,2217.6,2,0.05,983.7,-61.7,Yes,2023-06-17
O003199,2024-07-27,C0890,Customer 0890,Repeat,Consumer,East,Bihar,Patna,Office Supplies,Binders,P008,Stapler Set,237.29,1,0.1,87.41,149.88,No,2023-07-14
O003209,2024-07-27,C0145,Customer 0145,New,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Paper,P006,Notebook Pack,1144.58,3,0.05,400.06,744.52,No,2024-07-27
O003075,2024-07-28,C0391,Customer 0391,Repeat,Consumer,West,Gujarat,Surat,Technology,Accessories,P014,USB-C Hub,3814.54,2,0.1,1668.3,2146.24,No,2023-03-19
O003109,2024-07-28,C0572,Customer 0572,Repeat,Small Business,North,Uttarakhand,Dehradun,Office Supplies,Lighting,P005,LED Desk Lamp,1162.67,1,0.15,498.35,664.32,No,2023-11-10
O003128,2024-07-28,C1233,Customer 1233,New,Corporate,South,Telangana,Hyderabad,Technology,Accessories,P014,USB-C Hub,3919.07,2,0.1,1561.59,2357.48,No,2024-07-28
O003135,2024-07-28,C1449,Customer 1449,Repeat,Consumer,East,West Bengal,Kolkata,Technology,Accessories,P011,Wireless Mouse,1013.73,1,0.05,423.08,590.65,No,2023-06-12
O003145,2024-07-28,C0678,Customer 0678,Repeat,Consumer,North,Uttarakhand,Dehradun,Technology,Accessories,P011,Wireless Mouse,1035.42,1,0.05,411.82,623.61,No,2023-06-05
O003202,2024-07-28,C1287,Customer 1287,Repeat,Consumer,North,Uttarakhand,Dehradun,Furniture,Office Furniture,P001,Laptop Stand,1081.12,1,0.1,463.22,617.9,No,2023-03-07
O003212,2024-07-28,C1407,Customer 1407,Repeat,Corporate,North,Uttar Pradesh,Lucknow,Technology,Accessories,P014,USB-C Hub,6774.87,3,0.0,2744.02,4030.86,No,2023-04-13
O003214,2024-07-28,C0909,Customer 0909,Repeat,Consumer,West,Maharashtra,Mumbai,Technology,Accessories,P011,Wireless Mouse,931.84,1,0.1,377.83,554.01,No,2024-02-14
O003089,2024-07-29,C0712,Customer 0712,New,Consumer,South,Karnataka,Bengaluru,Office Supplies,Storage,P009,File Organizer,457.21,1,0.2,159.32,297.88,No,2024-07-29
O003122,2024-07-29,C1380,Customer 1380,Repeat,Small Business,South,Kerala,Kochi,Technology,Monitors,P013,27-inch Monitor,16743.02,1,0.05,8418.39,8324.62,No,2023-03-18
O003074,2024-07-30,C0053,Customer 0053,Repeat,Corporate,West,Gujarat,Ahmedabad,Office Supplies,Binders,P008,Stapler Set,499.41,2,0.1,192.32,307.09,No,2023-10-04
O003090,2024-07-30,C0657,Customer 0657,Repeat,Consumer,North,Delhi,Delhi,Technology,Accessories,P018,Noise Cancelling Headset,12467.49,2,0.05,5714.63,6752.86,No,2023-01-31
O003092,2024-07-30,C0851,Customer 0851,New,Corporate,South,Karnataka,Bengaluru,Furniture,Chairs,P002,Ergonomic Chair,15227.06,2,0.15,6909.78,8317.29,No,2024-07-30
O003137,2024-07-30,C0009,Customer 0009,Repeat,Consumer,East,Bihar,Patna,Technology,Accessories,P012,Mechanical Keyboard,4631.6,2,0.15,2045.05,2586.55,No,2023-04-13
O003146,2024-07-30,C1472,Customer 1472,Repeat,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Paper,P006,Notebook Pack,391.74,1,0.05,147.73,244.01,No,2023-09-28
O003155,2024-07-30,C1115,Customer 1115,Repeat,Corporate,West,Madhya Pradesh,Indore,Furniture,Office Furniture,P001,Laptop Stand,2059.69,2,0.15,885.85,1173.84,No,2023-05-25
O003180,2024-07-30,C0379,Customer 0379,Repeat,Small Business,West,Maharashtra,Mumbai,Office Supplies,Paper,P006,Notebook Pack,787.15,2,0.1,291.27,-24.79,Yes,2023-01-16
O003197,2024-07-30,C0100,Customer 0100,New,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,P015,Webcam,3116.61,1,0.05,1321.85,1794.76,No,2024-07-30
O003218,2024-07-30,C0189,Customer 0189,Repeat,Consumer,North,Delhi,Delhi,Technology,Storage,P017,External SSD 1TB,6618.05,1,0.15,3320.47,3297.58,No,2023-01-16
O003060,2024-07-31,C1275,Customer 1275,Repeat,Consumer,South,Tamil Nadu,Chennai,Technology,Accessories,P014,USB-C Hub,4059.11,2,0.1,1597.08,2462.03,No,2023-05-30
O003079,2024-07-31,C1469,Customer 1469,Repeat,Corporate,South,Tamil Nadu,Chennai,Technology,Accessories,P011,Wireless Mouse,3917.13,4,0.15,1653.81,2263.32,No,2023-12-29
O003084,2024-07-31,C1011,Customer 1011,Repeat,Corporate,West,Madhya Pradesh,Indore,Technology,Accessories,P014,USB-C Hub,1931.46,1,0.1,794.73,1136.73,No,2023-02-14
O003086,2024-07-31,C1229,Customer 1229,Repeat,Consumer,South,Tamil Nadu,Coimbatore,Technology,Accessories,P015,Webcam,3117.89,1,0.1,1273.07,1844.82,No,2023-01-02
O003112,2024-07-31,C0878,Customer 0878,New,Consumer,North,Rajasthan,Jaipur,Office Supplies,Lighting,P005,LED Desk Lamp,1097.95,1,0.2,478.37,619.58,No,2024-07-31
O003120,2024-07-31,C1283,Customer 1283,Repeat,Corporate,North,Delhi,Delhi,Technology,Monitors,P013,27-inch Monitor,17537.69,1,0.05,8548.53,8989.17,No,2023-01-28
O003167,2024-07-31,C0964,Customer 0964,Repeat,Corporate,North,Chandigarh,Chandigarh,Office Supplies,Lighting,P005,LED Desk Lamp,1336.07,1,0.1,580.61,755.46,No,2023-11-24
O003172,2024-07-31,C0611,Customer 0611,Repeat,Consumer,South,Tamil Nadu,Coimbatore,Furniture,Tables,P003,Office Desk,9820.85,1,0.15,4886.69,4934.16,No,2023-02-21
O003177,2024-07-31,C1287,Customer 1287,Repeat,Consumer,North,Chandigarh,Chandigarh,Technology,Accessories,P011,Wireless Mouse,2810.39,3,0.15,1151.97,1658.42,No,2023-03-07
O003220,2024-07-31,C0023,Customer 0023,Repeat,Corporate,South,Karnataka,Bengaluru,Office Supplies,Paper,P007,Printer Paper Box,745.17,1,0.05,309.95,435.22,No,2023-03-14
O003259,2024-08-01,C0424,Customer 0424,Repeat,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Storage,P009,File Organizer,549.32,1,0.05,195.71,353.61,No,2023-04-14
O003275,2024-08-01,C0274,Customer 0274,Repeat,Small Business,South,Kerala,Kochi,Office Supplies,Storage,P009,File Organizer,1002.22,2,0.1,372.85,629.36,No,2023-08-13
O003339,2024-08-01,C0884,Customer 0884,New,Consumer,North,Delhi,Delhi,Office Supplies,Paper,P007,Printer Paper Box,688.28,1,0.1,272.99,415.29,No,2024-08-01
O003341,2024-08-01,C1214,Customer 1214,Repeat,Consumer,South,Karnataka,Bengaluru,Technology,Printers,P016,Laser Printer,12133.17,1,0.15,6088.69,6044.48,No,2023-07-09
O003347,2024-08-01,C1301,Customer 1301,Repeat,Corporate,West,Maharashtra,Mumbai,Office Supplies,Binders,P008,Stapler Set,483.36,2,0.05,179.97,303.39,No,2023-07-07
O003302,2024-08-02,C0515,Customer 0515,Repeat,Consumer,West,Maharashtra,Pune,Technology,Accessories,P018,Noise Cancelling Headset,5727.01,1,0.1,2533.97,3193.04,No,2023-05-05
O003305,2024-08-02,C1107,Customer 1107,Repeat,Consumer,North,Rajasthan,Jaipur,Technology,Accessories,P011,Wireless Mouse,4110.29,4,0.1,1649.18,2461.11,No,2023-04-12
O003363,2024-08-02,C0186,Customer 0186,Repeat,Small Business,East,Bihar,Patna,Technology,Accessories,P018,Noise Cancelling Headset,11356.83,2,0.1,5093.15,6263.67,No,2023-06-23
O003247,2024-08-03,C1068,Customer 1068,Repeat,Corporate,East,Jharkhand,Ranchi,Furniture,Storage,P004,Bookshelf,6918.29,1,0.0,3035.31,3882.97,No,2023-06-13
O003346,2024-08-03,C1474,Customer 1474,Repeat,Consumer,North,Delhi,Delhi,Technology,Monitors,P013,27-inch Monitor,17342.69,1,0.0,8774.57,8568.12,No,2024-01-13
O003293,2024-08-04,C0275,Customer 0275,Repeat,Consumer,West,Gujarat,Ahmedabad,Technology,Accessories,P012,Mechanical Keyboard,6855.24,3,0.2,2959.87,3895.37,No,2023-05-24
O003300,2024-08-04,C1118,Customer 1118,Repeat,Consumer,West,Maharashtra,Pune,Technology,Storage,P017,External SSD 1TB,14178.68,2,0.05,7471.32,6707.36,No,2023-05-10
O003316,2024-08-04,C0627,Customer 0627,Repeat,Consumer,North,Chandigarh,Chandigarh,Technology,Monitors,P013,27-inch Monitor,36058.5,2,0.05,19246.59,16811.91,No,2023-12-02
O003348,2024-08-04,C0781,Customer 0781,Repeat,Small Business,South,Tamil Nadu,Coimbatore,Technology,Storage,P017,External SSD 1TB,7310.75,1,0.05,3609.81,3700.94,No,2023-06-14
O003354,2024-08-04,C0542,Customer 0542,Repeat,Corporate,North,Chandigarh,Chandigarh,Technology,Storage,P017,External SSD 1TB,12985.22,2,0.15,6823.3,6161.92,No,2023-02-20
O003365,2024-08-04,C0387,Customer 0387,Repeat,Consumer,South,Tamil Nadu,Chennai,Technology,Monitors,P013,27-inch Monitor,30487.62,2,0.2,15116.48,15371.14,No,2023-03-17
O003252,2024-08-05,C0097,Customer 0097,Repeat,Consumer,East,Bihar,Patna,Technology,Accessories,P012,Mechanical Keyboard,5635.65,2,0.0,2512.55,3123.11,No,2023-02-21
O003287,2024-08-05,C0186,Customer 0186,Repeat,Small Business,East,West Bengal,Kolkata,Furniture,Tables,P003,Office Desk,24060.96,2,0.05,12196.94,-593.2,Yes,2023-06-23
O003299,2024-08-05,C0457,Customer 0457,Repeat,Consumer,East,Assam,Guwahati,Technology,Monitors,P013,27-inch Monitor,17527.05,1,0.1,8654.81,8872.24,No,2023-01-20
O003304,2024-08-05,C0181,Customer 0181,New,Consumer,South,Tamil Nadu,Coimbatore,Office Supplies,Paper,P006,Notebook Pack,337.97,1,0.15,127.87,210.1,No,2024-08-05
O003330,2024-08-05,C1493,Customer 1493,Repeat,Corporate,South,Tamil Nadu,Chennai,Technology,Monitors,P013,27-inch Monitor,31783.58,2,0.15,15924.07,15859.51,No,2023-05-12
O003245,2024-08-06,C0728,Customer 0728,Repeat,Consumer,West,Gujarat,Surat,Technology,Accessories,P014,USB-C Hub,1977.91,1,0.1,856.09,1121.82,No,2023-04-25
O003248,2024-08-06,C1424,Customer 1424,Repeat,Corporate,North,Uttar Pradesh,Lucknow,Furniture,Storage,P004,Bookshelf,12602.68,2,0.1,5666.75,6935.93,No,2023-02-28
O003312,2024-08-06,C1448,Customer 1448,Repeat,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Paper,P007,Printer Paper Box,2307.59,3,0.05,962.36,1345.24,No,2023-08-28
O003343,2024-08-06,C0374,Customer 0374,Repeat,Small Business,South,Karnataka,Bengaluru,Technology,Accessories,P014,USB-C Hub,2075.74,1,0.05,901.74,1174.0,No,2023-07-18
O003357,2024-08-06,C0141,Customer 0141,Repeat,Small Business,North,Uttarakhand,Dehradun,Technology,Printers,P016,Laser Printer,12919.6,1,0.05,6779.57,6140.03,No,2023-04-26
O003229,2024-08-07,C0189,Customer 0189,Repeat,Consumer,South,Telangana,Hyderabad,Office Supplies,Paper,P006,Notebook Pack,891.41,2,0.0,324.13,567.28,No,2023-01-16
O003235,2024-08-07,C0915,Customer 0915,Repeat,Consumer,East,West Bengal,Kolkata,Furniture,Office Furniture,P001,Laptop Stand,1782.17,2,0.2,760.3,1021.87,No,2024-05-16
O003242,2024-08-07,C0424,Customer 0424,Repeat,Consumer,North,Uttar Pradesh,Lucknow,Office Supplies,Storage,P009,File Organizer,495.44,1,0.05,186.3,309.14,No,2023-04-14
O003244,2024-08-07,C1433,Customer 1433,Repeat,Consumer,South,Tamil Nadu,Coimbatore,Technology,Accessories,P018,Noise Cancelling Headset,6315.87,1,0.0,2750.8,3565.07,No,2023-05-17
O003263,2024-08-07,C0422,Customer 0422,Repeat,Consumer,West,Madhya Pradesh,Indore,Office Supplies,Paper,P006,Notebook Pack,1069.27,3,0.15,392.21,677.05,No,2023-01-11
O003267,2024-08-07,C0750,Customer 0750,Repeat,Consumer,South,Tamil Nadu,Coimbatore,Technology,Accessories,P015,Webcam,3095.93,1,0.1,1306.29,1789.64,No,2023-02-07
O003282,2024-08-07,C0453,Customer 0453,Repeat,Corporate,East,Bihar,Patna,Technology,Accessories,P012,Mechanical Keyboard,5111.94,2,0.05,2179.29,2932.64,No,2024-03-06
O003361,2024-08-07,C0184,Customer 0184,Repeat,Consumer,North,Uttar Pradesh,Lucknow,Technology,Accessories,P012,Mechanical Keyboard,5493.04,2,0.05,2402.73,3090.31,No,2023-02-07
O003362,2024-08-07,C0925,Customer 0925,Repeat,Corporate,South,Tamil Nadu,Chennai,Furniture,Chairs,P002,Ergonomic Chair,7739.14,1,0.1,3474.28,4264.86,No,2023-03-14
O003265,2024-08-08,C1247,Customer 1247,New,Consumer,South,Kerala,Kochi,Office Supplies,Binders,P008,Stapler Set,230.96,1,0.15,84.39,146.57,No,2024-08-08
O003301,2024-08-08,C1269,Customer 1269,Repeat,Consumer,North,Rajasthan,Jaipur,Office Supplies,Binders,P008,Stapler Set,241.96,1,0.05,87.11,154.85,No,2023-04-04
O003355,2024-08-08,C0023,Customer 0023,Repeat,Corporate,West,Gujarat,Ahmedabad,Technology,Accessories,P012,Mechanical Keyboard,2848.53,1,0.0,1242.57,1605.95,No,2023-03-14
O003359,2024-08-08,C0040,Customer 0040,Repeat,Small Business,West,Maharashtra,Pune,Office Supplies,Paper,P006,Notebook Pack,776.6,2,0.1,278.52,498.08,No,2024-02-07
O003273,2024-08-09,C1222,Customer 1222,Repeat,Corporate,South,Tamil Nadu,Chennai,Furniture,Tables,P003,Office Desk,22434.63,2,0.1,10761.25,11673.38,No,2023-08-01
O003285,2024-08-09,C0165,Customer 0165,Repeat,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Paper,P006,Notebook Pack,416.97,1,0.0,148.39,268.58,No,2023-05-31
O003250,2024-08-10,C1146,Customer 1146,Repeat,Consumer,North,Chandigarh,Chandigarh,Furniture,Office Furniture,P001,Laptop Stand,3550.01,3,0.05,1540.5,2009.51,No,2023-02-06
O003271,2024-08-10,C1132,Customer 1132,Repeat,Consumer,East,Odisha,Bhubaneswar,Technology,Monitors,P013,27-inch Monitor,60179.52,4,0.2,28996.57,31182.95,No,2023-02-18
O003294,2024-08-10,C0548,Customer 0548,Repeat,Corporate,North,Delhi,Delhi,Office Supplies,Paper,P006,Notebook Pack,794.2,2,0.1,282.12,512.08,No,2023-11-27
O003297,2024-08-10,C0607,Customer 0607,Repeat,Consumer,North,Delhi,Delhi,Technology,Accessories,P011,Wireless Mouse,2018.24,2,0.05,799.96,1218.28,No,2023-01-31
O003322,2024-08-10,C0532,Customer 0532,Repeat,Consumer,North,Chandigarh,Chandigarh,Technology,Accessories,P014,USB-C Hub,2002.44,1,0.1,893.44,1109.0,No,2024-01-05
O003329,2024-08-10,C0456,Customer 0456,Repeat,Small Business,South,Tamil Nadu,Chennai,Technology,Accessories,P011,Wireless Mouse,1068.27,1,0.1,437.19,631.08,No,2023-06-08
O003368,2024-08-10,C1421,Customer 1421,Repeat,Consumer,West,Maharashtra,Pune,Furniture,Tables,P003,Office Desk,12123.72,1,0.1,5509.84,6613.88,No,2023-03-21
O003258,2024-08-11,C1080,Customer 1080,New,Small Business,South,Tamil Nadu,Chennai,Office Supplies,Lighting,P005,LED Desk Lamp,1324.37,1,0.1,591.61,732.76,No,2024-08-11
O003296,2024-08-11,C0228,Customer 0228,Repeat,Consumer,North,Chandigarh,Chandigarh,Office Supplies,Paper,P006,Notebook Pack,335.63,1,0.15,120.34,215.3,No,2023-06-09
O003262,2024-08-12,C0852,Customer 0852,Repeat,Corporate,North,Chandigarh,Chandigarh,Office Supplies,Writing,P010,Premium Pen Set,657.55,1,0.05,249.81,407.74,No,2023-10-10
O003298,2024-08-12,C1301,Customer 1301,Repeat,Corporate,South,Karnataka,Bengaluru,Technology,Monitors,P013,27-inch Monitor,17048.7,1,0.05,8758.16,8290.54,No,2023-07-07
O003338,2024-08-12,C0127,Customer 0127,Repeat,Corporate,West,Maharashtra,Pune,Technology,Accessories,P011,Wireless Mouse,1145.65,1,0.0,457.88,687.77,No,2023-01-01
O003344,2024-08-12,C0689,Customer 0689,Repeat,Corporate,North,Rajasthan,Jaipur,Technology,Accessories,P018,Noise Cancelling Headset,5248.45,1,0.15,2421.47,2826.98,No,2023-01-18
O003253,2024-08-13,C0421,Customer 0421,Repeat,Small Business,West,Madhya Pradesh,Indore,Office Supplies,Paper,P007,Printer Paper Box,2044.98,3,0.15,853.88,1191.1,No,2023-01-10
O003254,2024-08-13,C0926,Customer 0926,Repeat,Consumer,South,Tamil Nadu,Coimbatore,Furniture,Office Furniture,P001,Laptop Stand,1008.65,1,0.15,445.46,563.19,No,2023-12-25
O003256,2024-08-13,C0354,Customer 0354,Repeat,Consumer,North,Delhi,Delhi,Office Supplies,Writing,P010,Premium Pen Set,641.23,1,0.05,256.09,385.14,No,2023-02-06
O003257,2024-08-13,C0475,Customer 0475,Repeat,Small Business,West,Gujarat,Ahmedabad,Office Supplies,Paper,P006,Notebook Pack,1177.36,3,0.05,409.39,767.97,No,2023-04-02
O003283,2024-08-13,C0222,Customer 0222,Repeat,Corporate,East,West Bengal,Kolkata,Office Supplies,Writing,P010,Premium Pen Set,1075.76,2,0.15,443.87,631.89,No,2023-02-15
O003323,2024-08-13,C1294,Customer 1294,Repeat,Corporate,North,Chandigarh,Chandigarh,Technology,Monitors,P013,27-inch Monitor,47606.47,3,0.1,24457.65,-1157.44,Yes,2023-02-16
O003326,2024-08-13,C1125,Customer 1125,New,Small Business,West,Gujarat,Surat,Office Supplies,Binders,P008,Stapler Set,519.76,2,0.0,197.73,322.03,No,2024-08-13
O003335,2024-08-13,C1404,Customer 1404,New,Small Business,North,Uttarakhand,Dehradun,Office Supplies,Binders,P008,Stapler Set,241.76,1,0.05,89.88,151.88,No,2024-08-13
O003351,2024-08-13,C0632,Customer 0632,Repeat,Consumer,North,Delhi,Delhi,Furniture,Tables,P003,Office Desk,10295.96,1,0.15,4810.6,5485.35,No,2023-03-24
O003366,2024-08-13,C0218,Customer 0218,Repeat,Consumer,South,Telangana,Hyderabad,Office Supplies,Paper,P006,Notebook Pack,1058.08,3,0.1,382.09,675.99,No,2023-07-05
O003234,2024-08-14,C0222,Customer 0222,Repeat,Corporate,South,Telangana,Hyderabad,Office Supplies,Paper,P006,Notebook Pack,1195.11,3,0.0,442.0,753.12,No,2023-02-15
O003240,2024-08-14,C1358,Customer 1358,Repeat,Corporate,South,Telangana,Hyderabad,Technology,Monitors,P013,27-inch Monitor,15784.19,1,0.1,7969.39,7814.8,No,2023-09-13
O003269,2024-08-14,C0929,Customer 0929,Repeat,Consumer,South,Telangana,Hyderabad,Furniture,Storage,P004,Bookshelf,6072.99,1,0.15,2673.55,3399.45,No,2023-04-27
O003318,2024-08-14,C0821,Customer 0821,Repeat,Corporate,North,Delhi,Delhi,Technology,Monitors,P013,27-inch Monitor,32605.23,2,0.15,16749.49,15855.74,No,2024-01-29
O003367,2024-08-14,C1423,Customer 1423,Repeat,Consumer,South,Telangana,Hyderabad,Technology,Accessories,P014,USB-C Hub,1762.36,1,0.2,778.5,983.86,No,2023-02-25
O003255,2024-08-15,C1217,Customer 1217,Repeat,Consumer,West,Gujarat,Surat,Technology,Monitors,P013,27-inch Monitor,15668.21,1,0.15,8055.2,7613.01,No,2023-11-27
O003261,2024-08-15,C0802,Customer 0802,Repeat,Corporate,North,Uttar Pradesh,Lucknow,Technology,Monitors,P013,27-inch Monitor,71592.37,4,0.0,36530.37,-1753.1,Yes,2023-01-09
O003278,2024-08-15,C0481,Customer 0481,New,Consumer,North,Uttarakhand,Dehradun,Office Supplies,Lighting,P005,LED Desk Lamp,1274.98,1,0.1,538.98,736.0,No,2024-08-15
O003290,2024-08-15,C0716,Customer 0716,Repeat,Consumer,North,Uttar Pradesh,Lucknow,Furniture,Office Furniture,P001,Laptop Stand,3787.29,3,0.0,1617.83,-108.47,Yes,2023-05-24
O003295,2024-08-15,C0692,Customer 0692,Repeat,Small Business,North,Delhi,Delhi,Office Supplies,Storage,P009,File Organizer,472.24,1,0.15,182.34,289.9,No,2023-06-18
O003228,2024-08-16,C1450,Customer 1450,Repeat,Corporate,South,Tamil Nadu,Coimbatore,Technology,Monitors,P013,27-inch Monitor,15389.18,1,0.15,7958.09,7431.09,No,2023-02-28
O003232,2024-08-16,C1406,Customer 1406,Repeat,Consumer,North,Chandigarh,Chandigarh,Technology,Accessories,P014,USB-C Hub,3674.33,2,0.15,1554.13,2120.2,No,2024-04-01
O003281,2024-08-16,C1418,Customer 1418,Repeat,Consumer,East,Jharkhand,Ranchi,Technology,Accessories,P015,Webcam,6308.84,2,0.1,2700.67,3608.17,No,2023-07-08
O003303,2024-08-16,C0310,Customer 0310,Repeat,Consumer,East,West Bengal,Kolkata,Office Supplies,Lighting,P005,LED Desk Lamp,1252.76,1,0.1,533.53,719.23,No,2023-02-09
O003358,2024-08-16,C0113,Customer 0113,Repeat,Consumer,West,Maharashtra,Pune,Technology,Accessories,P018,Noise Cancelling Headset,18078.92,3,0.05,7910.66,10168.26,No,2023-01-23
O003238,2024-08-17,C0348,Customer 0348,Repeat,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Paper,P006,Notebook Pack,735.22,2,0.1,282.98,452.24,No,2023-09-29
O003270,2024-08-17,C0393,Customer 0393,Repeat,Corporate,West,Maharashtra,Mumbai,Technology,Accessories,P011,Wireless Mouse,2048.22,2,0.05,817.13,1231.09,No,2023-03-16
O003325,2024-08-17,C1087,Customer 1087,Repeat,Consumer,North,Chandigarh,Chandigarh,Office Supplies,Storage,P009,File Organizer,1959.68,4,0.05,708.74,1250.94,No,2023-03-02
O003276,2024-08-18,C0460,Customer 0460,Repeat,Small Business,South,Telangana,Hyderabad,Technology,Printers,P016,Laser Printer,13965.22,1,0.1,7191.15,6774.07,No,2023-05-04
O003314,2024-08-18,C0197,Customer 0197,Repeat,Consumer,West,Gujarat,Surat,Technology,Storage,P017,External SSD 1TB,14561.24,2,0.1,7447.63,7113.61,No,2023-04-07
O003360,2024-08-18,C0439,Customer 0439,New,Corporate,South,Tamil Nadu,Chennai,Technology,Accessories,P014,USB-C Hub,2122.17,1,0.05,850.71,1271.45,No,2024-08-18
O003246,2024-08-19,C0420,Customer 0420,Repeat,Corporate,South,Tamil Nadu,Coimbatore,Furniture,Chairs,P002,Ergonomic Chair,7562.9,1,0.05,3465.05,4097.85,No,2023-03-13
O003289,2024-08-19,C0877,Customer 0877,Repeat,Corporate,South,Telangana,Hyderabad,Furniture,Chairs,P002,Ergonomic Chair,7457.5,1,0.15,3461.99,3995.51,No,2023-01-29
O003307,2024-08-19,C0461,Customer 0461,New,Small Business,South,Telangana,Hyderabad,Technology,Monitors,P013,27-inch Monitor,52369.1,3,0.0,25855.63,26513.47,No,2024-08-19
O003310,2024-08-19,C0377,Customer 0377,Repeat,Consumer,North,Rajasthan,Jaipur,Furniture,Chairs,P002,Ergonomic Chair,15209.27,2,0.1,7049.57,8159.7,No,2024-03-21
O003332,2024-08-19,C0049,Customer 0049,Repeat,Corporate,North,Chandigarh,Chandigarh,Technology,Printers,P016,Laser Printer,15183.32,1,0.0,7676.71,7506.61,No,2024-02-29
O003233,2024-08-20,C1462,Customer 1462,Repeat,Corporate,South,Telangana,Hyderabad,Office Supplies,Binders,P008,Stapler Set,270.32,1,0.0,101.65,168.66,No,2023-01-05
O003260,2024-08-20,C0158,Customer 0158,Repeat,Consumer,North,Delhi,Delhi,Furniture,Storage,P004,Bookshelf,6996.49,1,0.05,3178.58,3817.91,No,2023-05-08
O003286,2024-08-20,C0334,Customer 0334,New,Consumer,North,Delhi,Delhi,Technology,Accessories,P012,Mechanical Keyboard,2692.75,1,0.0,1124.28,1568.47,No,2024-08-20
O003336,2024-08-20,C1132,Customer 1132,Repeat,Consumer,South,Karnataka,Bengaluru,Furniture,Chairs,P002,Ergonomic Chair,15495.56,2,0.05,6753.62,8741.94,No,2023-02-18
O003340,2024-08-20,C1122,Customer 1122,Repeat,Consumer,North,Chandigarh,Chandigarh,Office Supplies,Storage,P009,File Organizer,436.06,1,0.2,167.71,268.36,No,2023-09-07
O003237,2024-08-21,C0925,Customer 0925,Repeat,Corporate,North,Rajasthan,Jaipur,Technology,Accessories,P015,Webcam,3263.85,1,0.15,1447.58,1816.27,No,2023-03-14
O003279,2024-08-21,C0501,Customer 0501,Repeat,Consumer,South,Karnataka,Bengaluru,Technology,Accessories,P011,Wireless Mouse,1969.65,2,0.1,857.47,1112.18,No,2024-06-03
O003315,2024-08-21,C1254,Customer 1254,Repeat,Small Business,South,Tamil Nadu,Chennai,Technology,Accessories,P018,Noise Cancelling Headset,12003.21,2,0.1,5628.1,6375.1,No,2023-08-16
O003324,2024-08-21,C1065,Customer 1065,Repeat,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Lighting,P005,LED Desk Lamp,1527.69,1,0.0,666.29,861.4,No,2023-05-12
O003327,2024-08-21,C1414,Customer 1414,Repeat,Consumer,West,Gujarat,Ahmedabad,Technology,Accessories,P014,USB-C Hub,1871.41,1,0.1,806.2,1065.22,No,2023-04-09
O003331,2024-08-21,C0160,Customer 0160,Repeat,Consumer,West,Gujarat,Ahmedabad,Furniture,Office Furniture,P001,Laptop Stand,2131.62,2,0.1,904.36,1227.26,No,2023-11-09
O003236,2024-08-22,C0868,Customer 0868,New,Consumer,North,Rajasthan,Jaipur,Furniture,Tables,P003,Office Desk,10443.94,1,0.15,5038.0,5405.94,No,2024-08-22
O003313,2024-08-22,C0540,Customer 0540,Repeat,Small Business,South,Telangana,Hyderabad,Furniture,Tables,P003,Office Desk,11226.7,1,0.1,5346.83,5879.86,No,2024-05-31
O003249,2024-08-23,C0330,Customer 0330,Repeat,Small Business,West,Madhya Pradesh,Indore,Technology,Accessories,P018,Noise Cancelling Headset,17850.88,3,0.05,7826.21,10024.67,No,2023-03-29
O003274,2024-08-23,C0495,Customer 0495,Repeat,Consumer,West,Madhya Pradesh,Indore,Office Supplies,Paper,P007,Printer Paper Box,758.74,1,0.05,310.39,448.35,No,2023-05-04
O003277,2024-08-23,C0700,Customer 0700,Repeat,Corporate,North,Uttar Pradesh,Lucknow,Technology,Monitors,P013,27-inch Monitor,36621.1,2,0.05,18119.32,18501.78,No,2023-02-07
O003284,2024-08-23,C0801,Customer 0801,Repeat,Small Business,North,Delhi,Delhi,Office Supplies,Storage,P009,File Organizer,510.12,1,0.1,186.15,323.97,No,2023-05-09
